gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	logFC	pct_B1	pct_A1	comparison	target	direction
Tm6sf1	1.5228737073792e-13	-1.01830806773002	0.086	0.18	3.37849531982076e-09	-1.01830806773002	0.086	0.18	B1_vs_A1	vascular_gate	up_in_A1
Tle3	1.54353954184969e-13	-0.24310662360077	0.046	0.124	3.42434247359354e-09	-0.24310662360077	0.046	0.124	B1_vs_A1	vascular_gate	up_in_A1
Stx4a	1.58705601730137e-13	-0.596565168098388	0.129	0.242	3.52088377438309e-09	-0.596565168098388	0.129	0.242	B1_vs_A1	vascular_gate	up_in_A1
C1qbp	1.58801238595205e-13	-0.547580409359091	0.078	0.172	3.52300547823463e-09	-0.547580409359091	0.078	0.172	B1_vs_A1	vascular_gate	up_in_A1
Ran	1.59470972480779e-13	-0.692615123673869	0.194	0.317	3.53786352448609e-09	-0.692615123673869	0.194	0.317	B1_vs_A1	vascular_gate	up_in_A1
Mrpl35	1.60332657164935e-13	-0.281800082205858	0.051	0.133	3.55697999920408e-09	-0.281800082205858	0.051	0.133	B1_vs_A1	vascular_gate	up_in_A1
Ddx39b	1.64026076142825e-13	-0.319026380461342	0.143	0.26	3.63891849922858e-09	-0.319026380461342	0.143	0.26	B1_vs_A1	vascular_gate	up_in_A1
Ssr4	1.66876268756658e-13	-0.538823071740318	0.18	0.304	3.70215002236645e-09	-0.538823071740318	0.18	0.304	B1_vs_A1	vascular_gate	up_in_A1
Rnf152	1.68840041646269e-13	-0.526509850693656	0.06	0.143	3.74571632392247e-09	-0.526509850693656	0.06	0.143	B1_vs_A1	vascular_gate	up_in_A1
Slc16a4	1.7348445891087e-13	1.41086061446572	0.161	0.087	3.84875272093766e-09	1.41086061446572	0.161	0.087	B1_vs_A1	vascular_gate	up_in_B1
Mpp7	1.7415445625393e-13	2.26218875237704	0.126	0.061	3.86361661199343e-09	2.26218875237704	0.126	0.061	B1_vs_A1	vascular_gate	up_in_B1
Atxn2l	1.81652533092755e-13	-0.403611908245039	0.082	0.178	4.02996144666277e-09	-0.403611908245039	0.082	0.178	B1_vs_A1	vascular_gate	up_in_A1
Rassf1	1.81786566278683e-13	-0.677016871894174	0.107	0.209	4.03293497289258e-09	-0.677016871894174	0.107	0.209	B1_vs_A1	vascular_gate	up_in_A1
Naxd	1.83503588778852e-13	-0.710017610077824	0.083	0.179	4.07102711705884e-09	-0.710017610077824	0.083	0.179	B1_vs_A1	vascular_gate	up_in_A1
Wbp1	1.85315734068819e-13	-0.864867564260938	0.048	0.126	4.11122956031675e-09	-0.864867564260938	0.048	0.126	B1_vs_A1	vascular_gate	up_in_A1
Mbtps1	1.94689517809079e-13	-0.49370110047056	0.09	0.189	4.31918695259442e-09	-0.49370110047056	0.09	0.189	B1_vs_A1	vascular_gate	up_in_A1
Cavin2	1.97950117476681e-13	-1.27999521802987	0.194	0.287	4.39152335622016e-09	-1.27999521802987	0.194	0.287	B1_vs_A1	vascular_gate	up_in_A1
Trp53inp1	1.99298934360324e-13	-0.736314295653679	0.064	0.149	4.42144685878379e-09	-0.736314295653679	0.064	0.149	B1_vs_A1	vascular_gate	up_in_A1
Phpt1	2.03734609107147e-13	-1.38624530386742	0.032	0.1	4.51985230304207e-09	-1.38624530386742	0.032	0.1	B1_vs_A1	vascular_gate	up_in_A1
Tmem208	2.04735692755317e-13	-0.608214579228906	0.094	0.194	4.5420613437767e-09	-0.608214579228906	0.094	0.194	B1_vs_A1	vascular_gate	up_in_A1
Exosc8	2.07245071964647e-13	-0.911612357149621	0.042	0.117	4.59773192153569e-09	-0.911612357149621	0.042	0.117	B1_vs_A1	vascular_gate	up_in_A1
Ppp1r9b	2.13820806163217e-13	1.59324097864995	0.284	0.207	4.74361458473097e-09	1.59324097864995	0.284	0.207	B1_vs_A1	vascular_gate	up_in_B1
Orai3	2.14366572600324e-13	-0.888386902730402	0.041	0.116	4.75572241313818e-09	-0.888386902730402	0.041	0.116	B1_vs_A1	vascular_gate	up_in_A1
Rbm7	2.18077698242616e-13	-0.436301011505324	0.103	0.207	4.83805373551243e-09	-0.436301011505324	0.103	0.207	B1_vs_A1	vascular_gate	up_in_A1
Fam114a2	2.20475040699795e-13	-0.335646431600293	0.09	0.189	4.89123877792495e-09	-0.335646431600293	0.09	0.189	B1_vs_A1	vascular_gate	up_in_A1
Sh3d19	2.21059595741993e-13	1.98661005025576	0.138	0.07	4.90420713153612e-09	1.98661005025576	0.138	0.07	B1_vs_A1	vascular_gate	up_in_B1
Tmem164	2.25781278505366e-13	2.67036102152631	0.114	0.051	5.00895766364155e-09	2.67036102152631	0.114	0.051	B1_vs_A1	vascular_gate	up_in_B1
Tex264	2.27092376870836e-13	-0.423545032170277	0.081	0.175	5.0380443808795e-09	-0.423545032170277	0.081	0.175	B1_vs_A1	vascular_gate	up_in_A1
Anxa4	2.30565224008561e-13	-1.03321975301724	0.053	0.133	5.11508949462994e-09	-1.03321975301724	0.053	0.133	B1_vs_A1	vascular_gate	up_in_A1
Fam193a	2.35922766249151e-13	2.17531712349439	0.23	0.156	5.23394656923741e-09	2.17531712349439	0.23	0.156	B1_vs_A1	vascular_gate	up_in_B1
Slc16a9	2.36481947357473e-13	1.89675427019539	0.146	0.076	5.24635200212554e-09	1.89675427019539	0.146	0.076	B1_vs_A1	vascular_gate	up_in_B1
Pip5k1c	2.36520055265573e-13	1.95512836171317	0.175	0.102	5.24719742606674e-09	1.95512836171317	0.175	0.102	B1_vs_A1	vascular_gate	up_in_B1
Gng11	2.37417798290829e-13	-0.759979149059681	0.258	0.386	5.26711385508204e-09	-0.759979149059681	0.258	0.386	B1_vs_A1	vascular_gate	up_in_A1
Hdgf	2.411051086625e-13	-0.358005849624083	0.151	0.267	5.34891683567757e-09	-0.358005849624083	0.151	0.267	B1_vs_A1	vascular_gate	up_in_A1
Atf6b	2.4264173163109e-13	-0.541733860617157	0.04	0.115	5.38300681623573e-09	-0.541733860617157	0.04	0.115	B1_vs_A1	vascular_gate	up_in_A1
Osbpl8	2.45389027801598e-13	1.7204924353477	0.206	0.131	5.44395558177846e-09	1.7204924353477	0.206	0.131	B1_vs_A1	vascular_gate	up_in_B1
Med19	2.46578795765257e-13	-0.676658763583824	0.046	0.124	5.47035058405224e-09	-0.676658763583824	0.046	0.124	B1_vs_A1	vascular_gate	up_in_A1
Sned1	2.53116765811926e-13	-1.26664664023317	0.049	0.125	5.61539544953759e-09	-1.26664664023317	0.049	0.125	B1_vs_A1	vascular_gate	up_in_A1
Ndufs2	2.59314046201627e-13	-0.593296470121444	0.168	0.287	5.7528821149831e-09	-0.593296470121444	0.168	0.287	B1_vs_A1	vascular_gate	up_in_A1
Parp2	2.63266883413172e-13	-0.459902277999841	0.032	0.102	5.84057580852122e-09	-0.459902277999841	0.032	0.102	B1_vs_A1	vascular_gate	up_in_A1
Ahcyl1	2.65788884265397e-13	1.40311406304818	0.292	0.216	5.89652639742784e-09	1.40311406304818	0.292	0.216	B1_vs_A1	vascular_gate	up_in_B1
Tmem237	2.70273252305384e-13	-1.5722151923365	0.041	0.114	5.99601210239494e-09	-1.5722151923365	0.041	0.114	B1_vs_A1	vascular_gate	up_in_A1
Cmc1	2.77718640161034e-13	-0.933384333171067	0.044	0.119	6.16118803197254e-09	-0.933384333171067	0.044	0.119	B1_vs_A1	vascular_gate	up_in_A1
Ssu72	2.90147865423282e-13	-0.460106890706577	0.143	0.26	6.43693039441551e-09	-0.460106890706577	0.143	0.26	B1_vs_A1	vascular_gate	up_in_A1
Mydgf	2.94947909333497e-13	-0.768737705423752	0.114	0.22	6.54341936856363e-09	-0.768737705423752	0.114	0.22	B1_vs_A1	vascular_gate	up_in_A1
Aurkaip1	2.94986038065301e-13	-0.285574840995528	0.15	0.269	6.54426525447871e-09	-0.285574840995528	0.15	0.269	B1_vs_A1	vascular_gate	up_in_A1
Myo1b	2.95394719991289e-13	1.08868458820176	0.277	0.191	6.55333186300675e-09	1.08868458820176	0.277	0.191	B1_vs_A1	vascular_gate	up_in_B1
Mdfic	2.95905751790308e-13	-1.30094523832534	0.053	0.132	6.56466910346799e-09	-1.30094523832534	0.053	0.132	B1_vs_A1	vascular_gate	up_in_A1
Tmed4	2.96610415018017e-13	-0.675590956495285	0.093	0.192	6.58030205717471e-09	-0.675590956495285	0.093	0.192	B1_vs_A1	vascular_gate	up_in_A1
Med4	2.97306700856824e-13	-0.539652167654451	0.052	0.132	6.59574915850864e-09	-0.539652167654451	0.052	0.132	B1_vs_A1	vascular_gate	up_in_A1
Gps1	2.98123159776813e-13	-0.509726020696115	0.078	0.171	6.61386229964861e-09	-0.509726020696115	0.078	0.171	B1_vs_A1	vascular_gate	up_in_A1
Sdhc	3.16026573745949e-13	-0.669299591759909	0.118	0.224	7.01104953855387e-09	-0.669299591759909	0.118	0.224	B1_vs_A1	vascular_gate	up_in_A1
Bccip	3.23382860609009e-13	-0.601532485479799	0.078	0.17	7.17424876261087e-09	-0.601532485479799	0.078	0.17	B1_vs_A1	vascular_gate	up_in_A1
Washc3	3.29231400511852e-13	-0.490078120378881	0.057	0.14	7.30399862035543e-09	-0.490078120378881	0.057	0.14	B1_vs_A1	vascular_gate	up_in_A1
Mcrip1	3.34084431686859e-13	-0.37705152175961	0.141	0.256	7.41166311697297e-09	-0.37705152175961	0.141	0.256	B1_vs_A1	vascular_gate	up_in_A1
Ifnar1	3.3676878341257e-13	1.84847384006103	0.24	0.167	7.47121546000787e-09	1.84847384006103	0.24	0.167	B1_vs_A1	vascular_gate	up_in_B1
Sde2	3.42877064887745e-13	-0.786413259090542	0.046	0.124	7.60672768453462e-09	-0.786413259090542	0.046	0.124	B1_vs_A1	vascular_gate	up_in_A1
Marf1	3.56145104140291e-13	1.68680832031854	0.265	0.191	7.90107913535236e-09	1.68680832031854	0.265	0.191	B1_vs_A1	vascular_gate	up_in_B1
Tbx3	3.6289557163043e-13	1.9251949619225	0.18	0.106	8.05083825662109e-09	1.9251949619225	0.18	0.106	B1_vs_A1	vascular_gate	up_in_B1
Snd1	3.76551391812481e-13	2.13327165742356	0.185	0.112	8.35379262735988e-09	2.13327165742356	0.185	0.112	B1_vs_A1	vascular_gate	up_in_B1
Lix1l	3.79192046448127e-13	-0.780612304673498	0.076	0.165	8.41237555045171e-09	-0.780612304673498	0.076	0.165	B1_vs_A1	vascular_gate	up_in_A1
Lims1	3.79425919403697e-13	1.37693507070394	0.317	0.243	8.41756402197103e-09	1.37693507070394	0.317	0.243	B1_vs_A1	vascular_gate	up_in_B1
Srek1ip1	3.83781169225831e-13	-1.1076877909113	0.046	0.121	8.51418523927507e-09	-1.1076877909113	0.046	0.121	B1_vs_A1	vascular_gate	up_in_A1
Rhoa	3.83792386726422e-13	-0.565133348966416	0.369	0.485	8.51443409952568e-09	-0.565133348966416	0.369	0.485	B1_vs_A1	vascular_gate	up_in_A1
Pak1ip1	3.88082444830627e-13	-0.608098136411405	0.089	0.186	8.60960903856746e-09	-0.608098136411405	0.089	0.186	B1_vs_A1	vascular_gate	up_in_A1
Cetn3	3.91787312545165e-13	-0.329056479065504	0.166	0.291	8.69180152881448e-09	-0.329056479065504	0.166	0.291	B1_vs_A1	vascular_gate	up_in_A1
Safb2	3.97217608891618e-13	-0.173583474006051	0.089	0.188	8.81227265326054e-09	-0.173583474006051	0.089	0.188	B1_vs_A1	vascular_gate	up_in_A1
Rassf9	4.01212390995138e-13	1.73530976330554	0.18	0.106	8.90089689422713e-09	1.73530976330554	0.18	0.106	B1_vs_A1	vascular_gate	up_in_B1
Cops5	4.01887939993043e-13	-0.432624081143741	0.077	0.17	8.91588394874566e-09	-0.432624081143741	0.077	0.17	B1_vs_A1	vascular_gate	up_in_A1
Mrpl4	4.14704364901051e-13	-0.342703498753305	0.088	0.185	9.2002163353298e-09	-0.342703498753305	0.088	0.185	B1_vs_A1	vascular_gate	up_in_A1
Rpp25l	4.15723760786952e-13	-0.752445602469332	0.063	0.148	9.22283163305853e-09	-0.752445602469332	0.063	0.148	B1_vs_A1	vascular_gate	up_in_A1
Ciz1	4.18360945643278e-13	-0.119150677128654	0.043	0.117	9.28133757909612e-09	-0.119150677128654	0.043	0.117	B1_vs_A1	vascular_gate	up_in_A1
Zfp330	4.42271475522173e-13	-0.696335379159129	0.062	0.147	9.8117926844594e-09	-0.696335379159129	0.062	0.147	B1_vs_A1	vascular_gate	up_in_A1
Fnta	4.48244661039494e-13	-0.627436001626082	0.107	0.21	9.94430780516117e-09	-0.627436001626082	0.107	0.21	B1_vs_A1	vascular_gate	up_in_A1
Psmb1	4.55427755441199e-13	-0.576920352956274	0.236	0.363	1.0103664754463e-08	-0.576920352956274	0.236	0.363	B1_vs_A1	vascular_gate	up_in_A1
Ufc1	4.56627363212012e-13	-0.602220914899725	0.128	0.24	1.01302780528585e-08	-0.602220914899725	0.128	0.24	B1_vs_A1	vascular_gate	up_in_A1
Rnd3	4.62838278088995e-13	-0.881515656331879	0.032	0.1	1.02680671994043e-08	-0.881515656331879	0.032	0.1	B1_vs_A1	vascular_gate	up_in_A1
Twistnb	4.6977954243982e-13	-0.707885901910532	0.051	0.13	1.04220591490274e-08	-0.707885901910532	0.051	0.13	B1_vs_A1	vascular_gate	up_in_A1
Anapc2	4.80531235536406e-13	-0.460287477201506	0.07	0.159	1.06605854603752e-08	-0.460287477201506	0.07	0.159	B1_vs_A1	vascular_gate	up_in_A1
Vdac3	4.97347402806816e-13	-0.449870909502609	0.172	0.292	1.10336521312692e-08	-0.449870909502609	0.172	0.292	B1_vs_A1	vascular_gate	up_in_A1
Borcs8	4.97527169950031e-13	-0.608162003379215	0.037	0.108	1.10376402653414e-08	-0.608162003379215	0.037	0.108	B1_vs_A1	vascular_gate	up_in_A1
Hdac1	5.02232419314902e-13	-0.650967875535045	0.092	0.189	1.11420262225011e-08	-0.650967875535045	0.092	0.189	B1_vs_A1	vascular_gate	up_in_A1
Rab34	5.07872651727952e-13	-1.00033422392646	0.033	0.101	1.12671547785846e-08	-1.00033422392646	0.033	0.101	B1_vs_A1	vascular_gate	up_in_A1
Ndufs3	5.09572661983383e-13	-0.497914627647158	0.127	0.236	1.13048695061014e-08	-0.497914627647158	0.127	0.236	B1_vs_A1	vascular_gate	up_in_A1
Clk3	5.15144634210014e-13	-0.610694841141025	0.045	0.12	1.14284837099492e-08	-0.610694841141025	0.045	0.12	B1_vs_A1	vascular_gate	up_in_A1
Oser1	5.25645984389249e-13	-0.981257359922401	0.044	0.119	1.16614561636755e-08	-0.981257359922401	0.044	0.119	B1_vs_A1	vascular_gate	up_in_A1
Traf7	5.34953635290192e-13	-0.509715649737752	0.069	0.157	1.18679463989129e-08	-0.509715649737752	0.069	0.157	B1_vs_A1	vascular_gate	up_in_A1
Tsn	5.58332227509241e-13	-0.446318296918989	0.163	0.283	1.23866004672925e-08	-0.446318296918989	0.163	0.283	B1_vs_A1	vascular_gate	up_in_A1
Stat6	5.75433189085072e-13	-0.764976286175294	0.061	0.144	1.27659852998523e-08	-0.764976286175294	0.061	0.144	B1_vs_A1	vascular_gate	up_in_A1
Peli1	5.80834289018157e-13	1.68755025163697	0.272	0.202	1.28858087018678e-08	1.68755025163697	0.272	0.202	B1_vs_A1	vascular_gate	up_in_B1
Phf5a	5.84118547821951e-13	-0.701539770006727	0.097	0.196	1.295866998343e-08	-0.701539770006727	0.097	0.196	B1_vs_A1	vascular_gate	up_in_A1
Hax1	5.89490839847263e-13	-0.41243258236675	0.052	0.13	1.30778542820115e-08	-0.41243258236675	0.052	0.13	B1_vs_A1	vascular_gate	up_in_A1
Nedd8	5.92656746617569e-13	-0.62921233458393	0.265	0.393	1.31480899237108e-08	-0.62921233458393	0.265	0.393	B1_vs_A1	vascular_gate	up_in_A1
Rptor	6.07096861909288e-13	2.19371706956329	0.145	0.077	1.34684438814576e-08	2.19371706956329	0.145	0.077	B1_vs_A1	vascular_gate	up_in_B1
Pfkl	6.12494564921949e-13	-0.399608329507725	0.093	0.189	1.35881919227934e-08	-0.399608329507725	0.093	0.189	B1_vs_A1	vascular_gate	up_in_A1
Supt4a	6.38989570927901e-13	-0.635350340912153	0.127	0.235	1.41759836310355e-08	-0.635350340912153	0.127	0.235	B1_vs_A1	vascular_gate	up_in_A1
Nsfl1c	6.4968831466592e-13	-0.223680185288474	0.087	0.183	1.44133352608634e-08	-0.223680185288474	0.087	0.183	B1_vs_A1	vascular_gate	up_in_A1
Hspb11	6.51492283609587e-13	-0.80156761215392	0.04	0.113	1.44533563118787e-08	-0.80156761215392	0.04	0.113	B1_vs_A1	vascular_gate	up_in_A1
Atp6v1e1	6.54234043695777e-13	-0.570023379016147	0.162	0.281	1.45141822593908e-08	-0.570023379016147	0.162	0.281	B1_vs_A1	vascular_gate	up_in_A1
Mid1	6.5815071203881e-13	2.63937817174101	0.119	0.057	1.4601073546581e-08	2.63937817174101	0.119	0.057	B1_vs_A1	vascular_gate	up_in_B1
Tpgs1	6.63406426171733e-13	-0.257126935853749	0.069	0.156	1.47176715646199e-08	-0.257126935853749	0.069	0.156	B1_vs_A1	vascular_gate	up_in_A1
Rpl32	6.74896463267515e-13	-0.396191843283029	0.643	0.691	1.49725780375898e-08	-0.396191843283029	0.643	0.691	B1_vs_A1	vascular_gate	up_in_A1
Adarb1	6.77664965466367e-13	0.25678759587224	0.064	0.151	1.50339972588713e-08	0.25678759587224	0.064	0.151	B1_vs_A1	vascular_gate	up_in_B1
Cbfa2t2	6.86268078146679e-13	2.65193856693176	0.124	0.061	1.52248573136841e-08	2.65193856693176	0.124	0.061	B1_vs_A1	vascular_gate	up_in_B1
Mrps18c	7.15571077389947e-13	-0.505350487013348	0.1	0.2	1.5874944351896e-08	-0.505350487013348	0.1	0.2	B1_vs_A1	vascular_gate	up_in_A1
Jund	7.17051753955404e-13	-0.816545386201381	0.386	0.469	1.59077931615006e-08	-0.816545386201381	0.386	0.469	B1_vs_A1	vascular_gate	up_in_A1
Tmed10	7.23009428540105e-13	-0.575189852107153	0.236	0.36	1.60399641721622e-08	-0.575189852107153	0.236	0.36	B1_vs_A1	vascular_gate	up_in_A1
Mrps23	7.2569665163461e-13	-0.52995461363161	0.054	0.134	1.60995802165138e-08	-0.52995461363161	0.054	0.134	B1_vs_A1	vascular_gate	up_in_A1
Atp5c1	7.31678659977035e-13	-0.578315533309934	0.259	0.383	1.62322910715905e-08	-0.578315533309934	0.259	0.383	B1_vs_A1	vascular_gate	up_in_A1
Crybg3	7.41584498959263e-13	1.49347726492835	0.204	0.129	1.64520521094112e-08	1.49347726492835	0.204	0.129	B1_vs_A1	vascular_gate	up_in_B1
Pigp	7.80054832484486e-13	-0.65592949240447	0.115	0.218	1.73055164586683e-08	-0.65592949240447	0.115	0.218	B1_vs_A1	vascular_gate	up_in_A1
Fzd4	7.83355051629336e-13	-1.0270636894204	0.133	0.232	1.73787318203968e-08	-1.0270636894204	0.133	0.232	B1_vs_A1	vascular_gate	up_in_A1
Itga5	7.83803574198686e-13	-1.01500534857857	0.036	0.105	1.73886822935978e-08	-1.01500534857857	0.036	0.105	B1_vs_A1	vascular_gate	up_in_A1
Lsm12	7.95639543026077e-13	-0.718168882522844	0.087	0.18	1.76512632620335e-08	-0.718168882522844	0.087	0.18	B1_vs_A1	vascular_gate	up_in_A1
Slbp	7.99137077924423e-13	-0.865537903372815	0.042	0.114	1.77288560737533e-08	-0.865537903372815	0.042	0.114	B1_vs_A1	vascular_gate	up_in_A1
Paf1	8.22375498412995e-13	-0.403954599363978	0.062	0.144	1.82444004322923e-08	-0.403954599363978	0.062	0.144	B1_vs_A1	vascular_gate	up_in_A1
Map3k20	8.22828093954389e-13	1.15088971540245	0.285	0.202	1.82544412643781e-08	1.15088971540245	0.285	0.202	B1_vs_A1	vascular_gate	up_in_B1
Syt11	8.29168127393143e-13	2.48036182428772	0.172	0.101	1.83950949062169e-08	2.48036182428772	0.172	0.101	B1_vs_A1	vascular_gate	up_in_B1
Agtrap	8.34552248766362e-13	-0.974645001831505	0.043	0.116	1.85145416388817e-08	-0.974645001831505	0.043	0.116	B1_vs_A1	vascular_gate	up_in_A1
Anxa3	8.36357634454725e-13	-0.716941464826687	0.257	0.373	1.85545941203781e-08	-0.716941464826687	0.257	0.373	B1_vs_A1	vascular_gate	up_in_A1
Map1b	8.570480717296e-13	1.19244106484002	0.292	0.205	1.90136114713212e-08	1.19244106484002	0.292	0.205	B1_vs_A1	vascular_gate	up_in_B1
Mrpl40	8.7086578731253e-13	-0.844163014092785	0.032	0.1	1.93201574915285e-08	-0.844163014092785	0.032	0.1	B1_vs_A1	vascular_gate	up_in_A1
Csf1	8.76671946330564e-13	-1.06660683743029	0.046	0.12	1.94489671293436e-08	-1.06660683743029	0.046	0.12	B1_vs_A1	vascular_gate	up_in_A1
Idh3g	8.80040215460124e-13	-0.389169913520971	0.099	0.199	1.95236921799829e-08	-0.389169913520971	0.099	0.199	B1_vs_A1	vascular_gate	up_in_A1
Adam15	8.81201070841014e-13	-0.7898547033019	0.169	0.275	1.95494457566079e-08	-0.7898547033019	0.169	0.275	B1_vs_A1	vascular_gate	up_in_A1
Imp4	9.08863934955206e-13	-0.287721719041651	0.045	0.119	2.01631463969813e-08	-0.287721719041651	0.045	0.119	B1_vs_A1	vascular_gate	up_in_A1
Keap1	9.66919383303847e-13	-0.135343374494694	0.09	0.186	2.14511065185958e-08	-0.135343374494694	0.09	0.186	B1_vs_A1	vascular_gate	up_in_A1
Gprasp1	1.06261311027493e-12	2.14422741858868	0.165	0.094	2.35740718514493e-08	2.14422741858868	0.165	0.094	B1_vs_A1	vascular_gate	up_in_B1
Zfpl1	1.08541799156795e-12	-0.517626914976245	0.039	0.111	2.4079998142935e-08	-0.517626914976245	0.039	0.111	B1_vs_A1	vascular_gate	up_in_A1
Lsm10	1.10851436062005e-12	-1.18676303389269	0.035	0.102	2.45923910903558e-08	-1.18676303389269	0.035	0.102	B1_vs_A1	vascular_gate	up_in_A1
Tgfbr3	1.11493618633623e-12	1.73123446636548	0.235	0.162	2.47348592938692e-08	1.73123446636548	0.235	0.162	B1_vs_A1	vascular_gate	up_in_B1
Cacna2d1	1.13737091852349e-12	2.21554777984772	0.177	0.105	2.52325738274437e-08	2.21554777984772	0.177	0.105	B1_vs_A1	vascular_gate	up_in_B1
Tcf7	1.14698216240156e-12	1.94501026211232	0.136	0.07	2.54457992728785e-08	1.94501026211232	0.136	0.07	B1_vs_A1	vascular_gate	up_in_B1
Igbp1	1.1560518842376e-12	-0.535047488212484	0.077	0.166	2.56470110518112e-08	-0.535047488212484	0.077	0.166	B1_vs_A1	vascular_gate	up_in_A1
Stt3a	1.15812943161132e-12	-0.331510971636429	0.087	0.182	2.56931014402972e-08	-0.331510971636429	0.087	0.182	B1_vs_A1	vascular_gate	up_in_A1
Prex1	1.18321779459197e-12	2.07908588662103	0.111	0.05	2.6249686773023e-08	2.07908588662103	0.111	0.05	B1_vs_A1	vascular_gate	up_in_B1
Abcf3	1.23174414271764e-12	-0.75211123603345	0.04	0.111	2.73262438061908e-08	-0.75211123603345	0.04	0.111	B1_vs_A1	vascular_gate	up_in_A1
Dapk3	1.23460887278192e-12	-0.48316708137109	0.053	0.13	2.73897978426668e-08	-0.48316708137109	0.053	0.13	B1_vs_A1	vascular_gate	up_in_A1
Fat4	1.25098735624187e-12	2.06493306711789	0.129	0.065	2.7753154498226e-08	2.06493306711789	0.129	0.065	B1_vs_A1	vascular_gate	up_in_B1
Jkamp	1.25921857722446e-12	-0.659096610980342	0.082	0.173	2.79357641357247e-08	-0.659096610980342	0.082	0.173	B1_vs_A1	vascular_gate	up_in_A1
Ppp1r12c	1.28799171379922e-12	-0.23580176554414	0.146	0.257	2.85740961706356e-08	-0.23580176554414	0.146	0.257	B1_vs_A1	vascular_gate	up_in_A1
Chmp2a	1.29013573466207e-12	-0.5462575554063	0.214	0.339	2.8621661273478e-08	-0.5462575554063	0.214	0.339	B1_vs_A1	vascular_gate	up_in_A1
Cct4	1.3016842188411e-12	-0.478808822918097	0.158	0.276	2.88778643949899e-08	-0.478808822918097	0.158	0.276	B1_vs_A1	vascular_gate	up_in_A1
Nipbl	1.31637936606749e-12	1.29582088784523	0.332	0.27	2.92038762362072e-08	1.29582088784523	0.332	0.27	B1_vs_A1	vascular_gate	up_in_B1
Gnb2	1.34033048447538e-12	-0.550873436407098	0.272	0.394	2.97352317980862e-08	-0.550873436407098	0.272	0.394	B1_vs_A1	vascular_gate	up_in_A1
Pdgfb	1.38911170866638e-12	0.919334179345354	0.289	0.202	3.08174432567636e-08	0.919334179345354	0.289	0.202	B1_vs_A1	vascular_gate	up_in_B1
U2af1	1.39673236126628e-12	-0.323108641241594	0.147	0.261	3.09865074346924e-08	-0.323108641241594	0.147	0.261	B1_vs_A1	vascular_gate	up_in_A1
Mphosph6	1.40990722667355e-12	-0.562049857346461	0.038	0.108	3.12787918237527e-08	-0.562049857346461	0.038	0.108	B1_vs_A1	vascular_gate	up_in_A1
Idnk	1.42762320970198e-12	-0.0836853181776083	0.067	0.153	3.16718209072385e-08	-0.0836853181776083	0.067	0.153	B1_vs_A1	vascular_gate	up_in_A1
Akap10	1.42980380695498e-12	2.50325273145224	0.124	0.062	3.17201974572962e-08	2.50325273145224	0.124	0.062	B1_vs_A1	vascular_gate	up_in_B1
Jam2	1.44846025023983e-12	0.986810554701745	0.265	0.183	3.21340906515706e-08	0.986810554701745	0.265	0.183	B1_vs_A1	vascular_gate	up_in_B1
Whamm	1.45652266558065e-12	-0.642718933474152	0.038	0.108	3.23129553359067e-08	-0.642718933474152	0.038	0.108	B1_vs_A1	vascular_gate	up_in_A1
Pgk1	1.46308362893246e-12	-0.798789554020429	0.131	0.237	3.24585103078667e-08	-0.798789554020429	0.131	0.237	B1_vs_A1	vascular_gate	up_in_A1
Rce1	1.46660344201362e-12	-1.0681646969372	0.038	0.108	3.25365973610722e-08	-1.0681646969372	0.038	0.108	B1_vs_A1	vascular_gate	up_in_A1
Myo1d	1.47041698740985e-12	1.7850037204942	0.257	0.188	3.26212008656875e-08	1.7850037204942	0.257	0.188	B1_vs_A1	vascular_gate	up_in_B1
Babam2	1.50819074988313e-12	2.01516715852484	0.204	0.133	3.34592117861573e-08	2.01516715852484	0.204	0.133	B1_vs_A1	vascular_gate	up_in_B1
Mrpl55	1.52567119686907e-12	-0.375363712346006	0.06	0.141	3.38470155025404e-08	-0.375363712346006	0.06	0.141	B1_vs_A1	vascular_gate	up_in_A1
Psmb6	1.53046679518757e-12	-0.4336676289192	0.206	0.329	3.39534058512363e-08	-0.4336676289192	0.206	0.329	B1_vs_A1	vascular_gate	up_in_A1
Clec1a	1.53797343123373e-12	-1.27343942577166	0.037	0.104	3.41199405719204e-08	-1.27343942577166	0.037	0.104	B1_vs_A1	vascular_gate	up_in_A1
Hexb	1.55786628312431e-12	-0.145851919178754	0.077	0.166	3.45612634911129e-08	-0.145851919178754	0.077	0.166	B1_vs_A1	vascular_gate	up_in_A1
Zfp326	1.56305337032604e-12	-0.253175055761423	0.067	0.153	3.46763390206833e-08	-0.253175055761423	0.067	0.153	B1_vs_A1	vascular_gate	up_in_A1
Dtna	1.58662326851265e-12	2.57030355182982	0.12	0.058	3.51992372119531e-08	2.57030355182982	0.12	0.058	B1_vs_A1	vascular_gate	up_in_B1
4930523C07Rik	1.60453259242912e-12	-0.648371430386192	0.111	0.207	3.55965555630401e-08	-0.648371430386192	0.111	0.207	B1_vs_A1	vascular_gate	up_in_A1
Mrps15	1.6317382903205e-12	-0.578743077840335	0.081	0.171	3.62001139707603e-08	-0.578743077840335	0.081	0.171	B1_vs_A1	vascular_gate	up_in_A1
