gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	logFC	pct_B1	pct_A1	comparison	target	direction
B3gnt2	7.56520671339066e-103	5.16242011930598	0.251	0.027	1.67834110936572e-98	5.16242011930598	0.251	0.027	B1_vs_A1	vascular_gate	up_in_B1
Rab6b	1.28440277569731e-102	4.03777795738389	0.264	0.032	2.84944755788449e-98	4.03777795738389	0.264	0.032	B1_vs_A1	vascular_gate	up_in_B1
Atp13a5	1.33473285572576e-102	6.9950355414788	0.199	0.005	2.9611048404276e-98	6.9950355414788	0.199	0.005	B1_vs_A1	vascular_gate	up_in_B1
mt-Nd2	2.36018421298605e-102	-1.01049221148448	0.998	1	5.23606867650956e-98	-1.01049221148448	0.998	1	B1_vs_A1	vascular_gate	up_in_A1
Lrrc7	3.26435116624999e-102	7.10078327430879	0.188	0.002	7.24196306232561e-98	7.10078327430879	0.188	0.002	B1_vs_A1	vascular_gate	up_in_B1
Eef1a1	4.09439793170805e-102	-0.983482217970947	0.729	0.861	9.0834218114943e-98	-0.983482217970947	0.729	0.861	B1_vs_A1	vascular_gate	up_in_A1
Hba-a1	1.14056703261882e-101	-1.45647258299028	0.011	0.314	2.53034796186485e-97	-1.45647258299028	0.011	0.314	B1_vs_A1	vascular_gate	up_in_A1
Ecpas	1.94486644910086e-101	10.8460214136303	0.181	0	4.31468621733026e-97	10.8460214136303	0.181	0	B1_vs_A1	vascular_gate	up_in_B1
Pde2a	2.43040410603565e-101	4.52760535739379	0.3	0.055	5.3918515092401e-97	4.52760535739379	0.3	0.055	B1_vs_A1	vascular_gate	up_in_B1
Ptprz1	3.22467322463695e-101	3.57673605836612	0.242	0.022	7.15393754885708e-97	3.57673605836612	0.242	0.022	B1_vs_A1	vascular_gate	up_in_B1
Slco1c1	6.14171117696178e-101	2.77883295229857	0.427	0.142	1.36253862460897e-96	2.77883295229857	0.427	0.142	B1_vs_A1	vascular_gate	up_in_B1
A330023F24Rik	1.56412095028505e-100	11.2955298240838	0.179	0	3.47000232820738e-96	11.2955298240838	0.179	0	B1_vs_A1	vascular_gate	up_in_B1
Grin2a	3.15872221624277e-100	8.43015319230292	0.185	0.002	7.00762523673459e-96	8.43015319230292	0.185	0.002	B1_vs_A1	vascular_gate	up_in_B1
Kcnma1	9.19330851899094e-100	5.35041813422369	0.267	0.038	2.03953549493814e-95	5.35041813422369	0.267	0.038	B1_vs_A1	vascular_gate	up_in_B1
Dlgap2	1.25510789164946e-99	12.0887796602069	0.178	0	2.78445685762432e-95	12.0887796602069	0.178	0	B1_vs_A1	vascular_gate	up_in_B1
Spock2	1.48470555637505e-99	2.47781360658099	0.489	0.209	3.29381927681804e-95	2.47781360658099	0.489	0.209	B1_vs_A1	vascular_gate	up_in_B1
Syne1	1.83446814068103e-99	2.7113203961399	0.5	0.232	4.06976757010086e-95	2.7113203961399	0.5	0.232	B1_vs_A1	vascular_gate	up_in_B1
Lncpint	3.48381130527317e-99	4.3073677966782	0.35	0.093	7.72883538074854e-95	4.3073677966782	0.35	0.093	B1_vs_A1	vascular_gate	up_in_B1
Negr1	4.05575423617264e-99	6.22961836903231	0.194	0.005	8.99769077294901e-95	6.22961836903231	0.194	0.005	B1_vs_A1	vascular_gate	up_in_B1
Rpl5	4.52146660286813e-99	-1.87938026038454	0.334	0.615	1.0030873658463e-94	-1.87938026038454	0.334	0.615	B1_vs_A1	vascular_gate	up_in_A1
Ccser1	1.07207690740853e-98	5.51874924969861	0.21	0.012	2.37840261908582e-94	5.51874924969861	0.21	0.012	B1_vs_A1	vascular_gate	up_in_B1
Glcci1	1.66996882237545e-98	6.48470775085088	0.192	0.005	3.70482583243995e-94	6.48470775085088	0.192	0.005	B1_vs_A1	vascular_gate	up_in_B1
1500015O10Rik	1.7102146278027e-98	-12.3756905058076	0	0.284	3.79411115178028e-94	-12.3756905058076	0	0.284	B1_vs_A1	vascular_gate	up_in_A1
Tut7	2.84108175396766e-98	10.799540308316	0.175	0	6.30293987117726e-94	10.799540308316	0.175	0	B1_vs_A1	vascular_gate	up_in_B1
Dach1	8.33267715393705e-98	4.17864723089367	0.316	0.069	1.84860442660093e-93	4.17864723089367	0.316	0.069	B1_vs_A1	vascular_gate	up_in_B1
Tcf4	2.22449735307878e-97	1.72148859294061	0.632	0.391	4.93504737780527e-93	1.72148859294061	0.632	0.391	B1_vs_A1	vascular_gate	up_in_B1
Arl15	2.56178584260625e-97	4.03328210495597	0.357	0.098	5.68332189182197e-93	4.03328210495597	0.357	0.098	B1_vs_A1	vascular_gate	up_in_B1
Erc2	3.25344548939639e-97	7.77185896309627	0.188	0.005	7.21776881822589e-93	7.77185896309627	0.188	0.005	B1_vs_A1	vascular_gate	up_in_B1
Bgn	3.89248595073355e-97	-5.38073168775469	0.037	0.335	8.63548008170238e-93	-5.38073168775469	0.037	0.335	B1_vs_A1	vascular_gate	up_in_A1
Mir100hg	5.08931666436751e-96	11.3014726915868	0.172	0	1.12906490198993e-91	11.3014726915868	0.172	0	B1_vs_A1	vascular_gate	up_in_B1
Crip1	5.66058493836238e-96	-3.3953101725192	0.164	0.472	1.25580076857569e-91	-3.3953101725192	0.164	0.472	B1_vs_A1	vascular_gate	up_in_A1
Akt3	6.16664342041769e-96	3.68669573658913	0.379	0.12	1.36806984281966e-91	3.68669573658913	0.379	0.12	B1_vs_A1	vascular_gate	up_in_B1
Rora	8.58324619761867e-95	3.7864117726172	0.437	0.175	1.9041931689417e-90	3.7864117726172	0.437	0.175	B1_vs_A1	vascular_gate	up_in_B1
Efr3b	9.20588358155878e-95	3.7526245124818	0.329	0.08	2.04232527256882e-90	3.7526245124818	0.329	0.08	B1_vs_A1	vascular_gate	up_in_B1
Dop1a	3.19792013694273e-94	10.8118521963333	0.168	0	7.09458582380745e-90	10.8118521963333	0.168	0	B1_vs_A1	vascular_gate	up_in_B1
Pde7b	9.33692238921149e-94	5.35777855749461	0.232	0.025	2.07139623204657e-89	5.35777855749461	0.232	0.025	B1_vs_A1	vascular_gate	up_in_B1
Ube2v1	1.37036375710803e-93	7.78249458291468	0.189	0.007	3.04015199514415e-89	7.78249458291468	0.189	0.007	B1_vs_A1	vascular_gate	up_in_B1
Sptbn2	2.24444333057995e-93	4.20379214951901	0.2	0.011	4.97929752889161e-89	4.20379214951901	0.2	0.011	B1_vs_A1	vascular_gate	up_in_B1
Msi2	2.98771678253747e-93	2.74241750135583	0.488	0.236	6.62824968205938e-89	2.74241750135583	0.488	0.236	B1_vs_A1	vascular_gate	up_in_B1
Gabrb1	3.50649350913949e-93	5.90394913745375	0.184	0.005	7.77915585002596e-89	5.90394913745375	0.184	0.005	B1_vs_A1	vascular_gate	up_in_B1
Rapgef2	7.24961466311644e-93	3.17857911533239	0.418	0.159	1.60832701301238e-88	3.17857911533239	0.418	0.159	B1_vs_A1	vascular_gate	up_in_B1
Fry	8.76113080392474e-93	2.58379021514847	0.543	0.315	1.9436568688507e-88	2.58379021514847	0.543	0.315	B1_vs_A1	vascular_gate	up_in_B1
Qk	1.81606735962068e-92	1.91041600541568	0.579	0.342	4.02894543731847e-88	1.91041600541568	0.579	0.342	B1_vs_A1	vascular_gate	up_in_B1
Tut4	1.9917569873845e-92	10.8093230228839	0.165	0	4.4187128765125e-88	10.8093230228839	0.165	0	B1_vs_A1	vascular_gate	up_in_B1
Macrod2	2.08436208650779e-92	4.99184123731521	0.243	0.032	4.62415728891753e-88	4.99184123731521	0.243	0.032	B1_vs_A1	vascular_gate	up_in_B1
Rian	1.56669406103814e-91	11.7389276226428	0.164	0	3.47571077441312e-87	11.7389276226428	0.164	0	B1_vs_A1	vascular_gate	up_in_B1
Frmd5	2.82936534778331e-91	4.39507762445569	0.299	0.065	6.27694702405728e-87	4.39507762445569	0.299	0.065	B1_vs_A1	vascular_gate	up_in_B1
Lmntd1	2.87143036547628e-91	5.85337957694048	0.196	0.011	6.37026826580912e-87	5.85337957694048	0.196	0.011	B1_vs_A1	vascular_gate	up_in_B1
Sparc	5.43414602790481e-91	-2.35990820719479	0.378	0.64	1.20556529629068e-86	-2.35990820719479	0.378	0.64	B1_vs_A1	vascular_gate	up_in_A1
Prkce	6.48775598642312e-91	4.33027824797447	0.32	0.081	1.43930866558797e-86	4.33027824797447	0.32	0.081	B1_vs_A1	vascular_gate	up_in_B1
1810026B05Rik	1.22963698943413e-90	10.7846116159672	0.162	0	2.72794966105961e-86	10.7846116159672	0.162	0	B1_vs_A1	vascular_gate	up_in_B1
Ubb	1.26149674474599e-90	-1.02180357702247	0.617	0.786	2.79863052821897e-86	-1.02180357702247	0.617	0.786	B1_vs_A1	vascular_gate	up_in_A1
Dnm3	1.24007920391853e-89	3.06278336260877	0.394	0.136	2.75111571389327e-85	3.06278336260877	0.394	0.136	B1_vs_A1	vascular_gate	up_in_B1
Acta2	2.29671829281165e-89	-8.18246323344796	0.003	0.267	5.09526953260264e-85	-8.18246323344796	0.003	0.267	B1_vs_A1	vascular_gate	up_in_A1
Lrfn5	2.69263087189245e-89	11.6796188512717	0.16	0	5.97360158929339e-85	11.6796188512717	0.16	0	B1_vs_A1	vascular_gate	up_in_B1
Itm2b	1.31656137726117e-88	-1.34962597738092	0.483	0.694	2.92079141545391e-84	-1.34962597738092	0.483	0.694	B1_vs_A1	vascular_gate	up_in_A1
Cpne1	2.10177885975761e-88	10.4581047108819	0.158	0	4.66279640037225e-84	10.4581047108819	0.158	0	B1_vs_A1	vascular_gate	up_in_B1
Dipk2b	2.10177885975761e-88	10.5790488771557	0.158	0	4.66279640037225e-84	10.5790488771557	0.158	0	B1_vs_A1	vascular_gate	up_in_B1
Rps15	3.09094623697229e-88	-1.39889492053894	0.482	0.692	6.85726422672302e-84	-1.39889492053894	0.482	0.692	B1_vs_A1	vascular_gate	up_in_A1
Cd9	3.47492130058323e-88	-3.07056111832828	0.103	0.406	7.70911290534389e-84	-3.07056111832828	0.103	0.406	B1_vs_A1	vascular_gate	up_in_A1
Csmd3	5.86725328666961e-88	11.7480768561989	0.158	0	1.30165014164765e-83	11.7480768561989	0.158	0	B1_vs_A1	vascular_gate	up_in_B1
Shank1	5.94139806155543e-88	3.5561047841568	0.242	0.032	1.31809915995607e-83	3.5561047841568	0.242	0.032	B1_vs_A1	vascular_gate	up_in_B1
Ifitm2	1.59794696245768e-87	-2.51927682836877	0.168	0.467	3.54504533621236e-83	-2.51927682836877	0.168	0.467	B1_vs_A1	vascular_gate	up_in_A1
Grid2	4.5647774682471e-87	11.7080436328491	0.156	0	1.01269588133062e-82	11.7080436328491	0.156	0	B1_vs_A1	vascular_gate	up_in_B1
Prkn	4.56477816577944e-87	11.2174896480202	0.156	0	1.01269603607817e-82	11.2174896480202	0.156	0	B1_vs_A1	vascular_gate	up_in_B1
Grik2	1.27220257058208e-86	11.5383486188776	0.155	0	2.82238140283634e-82	11.5383486188776	0.155	0	B1_vs_A1	vascular_gate	up_in_B1
Ttc9b	2.8985363684779e-86	4.23285519413636	0.181	0.008	6.43040293346823e-82	4.23285519413636	0.181	0.008	B1_vs_A1	vascular_gate	up_in_B1
Magi2	3.18120413150164e-86	4.78389829384945	0.267	0.051	7.05750136573639e-82	4.78389829384945	0.267	0.051	B1_vs_A1	vascular_gate	up_in_B1
Gm19951	9.86548979374175e-86	11.4231863786235	0.154	0	2.18865891074161e-81	11.4231863786235	0.154	0	B1_vs_A1	vascular_gate	up_in_B1
Magi1	1.12697098765422e-85	4.04003460691152	0.315	0.084	2.50018513611088e-81	4.04003460691152	0.315	0.084	B1_vs_A1	vascular_gate	up_in_B1
Cck	1.97930004666398e-85	4.73318910136047	0.183	0.01	4.39107715352404e-81	4.73318910136047	0.183	0.01	B1_vs_A1	vascular_gate	up_in_B1
Cntn4	2.74501641737288e-85	11.5788956601872	0.153	0	6.08981892194172e-81	11.5788956601872	0.153	0	B1_vs_A1	vascular_gate	up_in_B1
Gm4258	2.74501851012644e-85	10.8234315575644	0.153	0	6.08982356471552e-81	10.8234315575644	0.153	0	B1_vs_A1	vascular_gate	up_in_B1
Tmem134	2.74501851012644e-85	10.9040113707586	0.153	0	6.08982356471552e-81	10.9040113707586	0.153	0	B1_vs_A1	vascular_gate	up_in_B1
Igfbp4	3.48016972024537e-85	-4.61554523179141	0.02	0.288	7.72075652436435e-81	-4.61554523179141	0.02	0.288	B1_vs_A1	vascular_gate	up_in_A1
Cst3	3.49243220839301e-85	1.25822540710096	0.853	0.745	7.74796085431989e-81	1.25822540710096	0.853	0.745	B1_vs_A1	vascular_gate	up_in_B1
Itprid2	1.63639860682137e-83	10.7071385044002	0.15	0	3.6303503092332e-79	10.7071385044002	0.15	0	B1_vs_A1	vascular_gate	up_in_B1
Chn1	4.61420533665423e-83	4.13381354931389	0.25	0.043	1.02366145393674e-78	4.13381354931389	0.25	0.043	B1_vs_A1	vascular_gate	up_in_B1
Stx1b	9.82377624518709e-83	5.24143939062646	0.183	0.012	2.17940475999476e-78	5.24143939062646	0.183	0.012	B1_vs_A1	vascular_gate	up_in_B1
St8sia4	1.98316113396708e-82	3.34379488506172	0.305	0.077	4.39964297570596e-78	3.34379488506172	0.305	0.077	B1_vs_A1	vascular_gate	up_in_B1
Gpcpd1	2.88880967130564e-82	2.63718387335343	0.467	0.229	6.40882425579156e-78	2.63718387335343	0.467	0.229	B1_vs_A1	vascular_gate	up_in_B1
Pantr1	3.38343162012388e-82	3.30799653072267	0.189	0.013	7.50614304924482e-78	3.30799653072267	0.189	0.013	B1_vs_A1	vascular_gate	up_in_B1
Relch	3.49077956284105e-82	10.6467217110791	0.148	0	7.74429446016287e-78	10.6467217110791	0.148	0	B1_vs_A1	vascular_gate	up_in_B1
Ro60	3.49077956284105e-82	10.3390546865941	0.148	0	7.74429446016287e-78	10.3390546865941	0.148	0	B1_vs_A1	vascular_gate	up_in_B1
Dennd1a	3.81754919539556e-82	3.71218618456643	0.325	0.097	8.46923288998505e-78	3.71218618456643	0.325	0.097	B1_vs_A1	vascular_gate	up_in_B1
Ldlrad3	6.04331635573263e-82	4.00645485204737	0.316	0.091	1.34070973351928e-77	4.00645485204737	0.316	0.091	B1_vs_A1	vascular_gate	up_in_B1
Fbxl17	6.618335564756e-82	3.85821622443926	0.338	0.107	1.46827774504112e-77	3.85821622443926	0.338	0.107	B1_vs_A1	vascular_gate	up_in_B1
Fbxl16	8.62760854757241e-82	4.49050401629799	0.199	0.019	1.91403495627894e-77	4.49050401629799	0.199	0.019	B1_vs_A1	vascular_gate	up_in_B1
Atp8a1	9.60197569202402e-82	3.0606468726425	0.359	0.119	2.13019830727553e-77	3.0606468726425	0.359	0.119	B1_vs_A1	vascular_gate	up_in_B1
Myt1l	2.1298710071018e-81	10.5383359522498	0.148	0	4.72511882925533e-77	10.5383359522498	0.148	0	B1_vs_A1	vascular_gate	up_in_B1
Slco1a4	3.19473526300027e-81	2.35547583508104	0.491	0.258	7.0875201809661e-77	2.35547583508104	0.491	0.258	B1_vs_A1	vascular_gate	up_in_B1
Nrcam	6.56272860891423e-81	5.77049065646952	0.171	0.008	1.45594134188762e-76	5.77049065646952	0.171	0.008	B1_vs_A1	vascular_gate	up_in_B1
Tent4b	7.41038471481768e-81	10.620314769906	0.145	0	1.6439938489823e-76	10.620314769906	0.145	0	B1_vs_A1	vascular_gate	up_in_B1
Zfp36	9.55924591307286e-81	-4.27805303120667	0.066	0.338	2.12071870581521e-76	-4.27805303120667	0.066	0.338	B1_vs_A1	vascular_gate	up_in_A1
Macf1	2.32662649273679e-80	2.13532729332269	0.567	0.379	5.16162087413656e-76	2.13532729332269	0.567	0.379	B1_vs_A1	vascular_gate	up_in_B1
Zcchc6	2.38538678260617e-80	-9.94900170644021	0	0.238	5.29198057721179e-76	-9.94900170644021	0	0.238	B1_vs_A1	vascular_gate	up_in_A1
Large1	3.53797198280011e-80	4.03077820083407	0.309	0.086	7.84899084384205e-76	4.03077820083407	0.309	0.086	B1_vs_A1	vascular_gate	up_in_B1
Ank3	3.55740858481045e-80	4.6734712784539	0.192	0.017	7.89211094540199e-76	4.6734712784539	0.192	0.017	B1_vs_A1	vascular_gate	up_in_B1
Prxl2b	5.66604665018627e-80	11.3397085593577	0.144	0	1.25701244934382e-75	11.3397085593577	0.144	0	B1_vs_A1	vascular_gate	up_in_B1
Lncppara	5.66605008359637e-80	10.7916443789059	0.144	0	1.25701321104585e-75	10.7916443789059	0.144	0	B1_vs_A1	vascular_gate	up_in_B1
Tagln	2.58424985380992e-79	-8.15950029436644	0.005	0.245	5.7331583006773e-75	-8.15950029436644	0.005	0.245	B1_vs_A1	vascular_gate	up_in_A1
Fos	4.38495665347676e-79	-3.94881781247568	0.08	0.351	9.72802633573819e-75	-3.94881781247568	0.08	0.351	B1_vs_A1	vascular_gate	up_in_A1
Kalrn	5.13609072980974e-79	3.5214333229956	0.372	0.139	1.13944172840829e-74	3.5214333229956	0.372	0.139	B1_vs_A1	vascular_gate	up_in_B1
Emp3	1.09058396971189e-78	-4.08780059932195	0.025	0.279	2.41946053680583e-74	-4.08780059932195	0.025	0.279	B1_vs_A1	vascular_gate	up_in_A1
Kctd16	1.19312140956403e-78	11.5236519844144	0.141	0	2.6469398471178e-74	11.5236519844144	0.141	0	B1_vs_A1	vascular_gate	up_in_B1
Hspa8	1.29152491827155e-78	-1.41248527919859	0.434	0.651	2.86524803118543e-74	-1.41248527919859	0.434	0.651	B1_vs_A1	vascular_gate	up_in_A1
Cnih2	1.94977316790081e-78	4.50355699073859	0.172	0.01	4.32557177298795e-74	4.50355699073859	0.172	0.01	B1_vs_A1	vascular_gate	up_in_B1
Wwox	2.60636670795608e-78	4.51281299192062	0.257	0.054	5.78222454160057e-74	4.51281299192062	0.257	0.054	B1_vs_A1	vascular_gate	up_in_B1
Fam171b	3.56234305253824e-78	3.7829483945408	0.197	0.02	7.90305806205609e-74	3.7829483945408	0.197	0.02	B1_vs_A1	vascular_gate	up_in_B1
Tbc1d5	5.01220133590372e-78	4.12539806103116	0.277	0.066	1.11195686637024e-73	4.12539806103116	0.277	0.066	B1_vs_A1	vascular_gate	up_in_B1
Erg	6.07850900693558e-78	4.03004510698604	0.279	0.069	1.34851722318866e-73	4.03004510698604	0.279	0.069	B1_vs_A1	vascular_gate	up_in_B1
Mllt3	7.32225405263744e-78	3.20795365659173	0.369	0.138	1.62444206157762e-73	3.20795365659173	0.369	0.138	B1_vs_A1	vascular_gate	up_in_B1
Trps1	7.62661828100905e-78	3.75692328073419	0.306	0.087	1.69196526564186e-73	3.75692328073419	0.306	0.087	B1_vs_A1	vascular_gate	up_in_B1
Ddn	1.18627313161345e-77	3.91671909048888	0.183	0.015	2.63174694248444e-73	3.91671909048888	0.183	0.015	B1_vs_A1	vascular_gate	up_in_B1
Slc7a1	1.28083372514944e-77	3.41901607163576	0.348	0.119	2.84152961924403e-73	3.41901607163576	0.348	0.119	B1_vs_A1	vascular_gate	up_in_B1
Pclo	1.44406498220661e-77	6.84421113013773	0.155	0.005	3.20365816302536e-73	6.84421113013773	0.155	0.005	B1_vs_A1	vascular_gate	up_in_B1
Hba-a2	2.68675450802848e-77	-1.17677032259513	0.009	0.249	5.96056487606118e-73	-1.17677032259513	0.009	0.249	B1_vs_A1	vascular_gate	up_in_A1
Syn1	7.79718521884119e-77	5.11240925054227	0.156	0.005	1.72980554079992e-72	5.11240925054227	0.156	0.005	B1_vs_A1	vascular_gate	up_in_B1
Ddc	9.3734846628552e-77	4.08428678984938	0.18	0.014	2.07950757245443e-72	4.08428678984938	0.18	0.014	B1_vs_A1	vascular_gate	up_in_B1
Sema3c	1.42171484348578e-76	2.43877033764001	0.367	0.125	3.1540743802732e-72	2.43877033764001	0.367	0.125	B1_vs_A1	vascular_gate	up_in_B1
Mkl2	3.54916685523797e-76	-10.1422755497025	0	0.227	7.87382666834543e-72	-10.1422755497025	0	0.227	B1_vs_A1	vascular_gate	up_in_A1
Srgap2	6.23300095575187e-76	2.89629633850948	0.41	0.181	1.38279126203355e-71	2.89629633850948	0.41	0.181	B1_vs_A1	vascular_gate	up_in_B1
Utrn	7.57307142516936e-76	2.01940934633022	0.562	0.385	1.68008589567382e-71	2.01940934633022	0.562	0.385	B1_vs_A1	vascular_gate	up_in_B1
Ncam2	9.93848846037768e-76	7.18445111932133	0.141	0.001	2.20485366493479e-71	7.18445111932133	0.141	0.001	B1_vs_A1	vascular_gate	up_in_B1
Rtn1	1.07994970830287e-75	3.57263591297124	0.241	0.045	2.39586842786992e-71	3.57263591297124	0.241	0.045	B1_vs_A1	vascular_gate	up_in_B1
Rab5if	1.43373179312566e-75	10.2713952127387	0.136	0	3.18073398304927e-71	10.2713952127387	0.136	0	B1_vs_A1	vascular_gate	up_in_B1
Mapk10	1.95833184766267e-75	5.46946516351993	0.159	0.008	4.34455920403962e-71	5.46946516351993	0.159	0.008	B1_vs_A1	vascular_gate	up_in_B1
Fads2	2.56314794174926e-75	5.32485411380165	0.155	0.006	5.68634370877073e-71	5.32485411380165	0.155	0.006	B1_vs_A1	vascular_gate	up_in_B1
Kcnq3	2.90000859606035e-75	6.87465458109455	0.14	0.001	6.43366907035989e-71	6.87465458109455	0.14	0.001	B1_vs_A1	vascular_gate	up_in_B1
1110008F13Rik	3.19703476079164e-75	-9.63803834734095	0	0.224	7.09262161681626e-71	-9.63803834734095	0	0.224	B1_vs_A1	vascular_gate	up_in_A1
Cplane1	3.94009802816498e-75	10.6043312153005	0.135	0	8.74110747548401e-71	10.6043312153005	0.135	0	B1_vs_A1	vascular_gate	up_in_B1
Rasgrp3	5.82797905248629e-75	3.18712949729656	0.315	0.096	1.29293715279408e-70	3.18712949729656	0.315	0.096	B1_vs_A1	vascular_gate	up_in_B1
Ctgf	6.64154277440177e-75	-11.6594045663897	0	0.224	1.47342626450103e-70	-11.6594045663897	0	0.224	B1_vs_A1	vascular_gate	up_in_A1
Phlpp1	1.31883044570243e-74	3.87377173623334	0.267	0.063	2.92582534379083e-70	3.87377173623334	0.267	0.063	B1_vs_A1	vascular_gate	up_in_B1
Cct6a	2.97091631703684e-74	10.4092596061084	0.134	0	6.59097784934624e-70	10.4092596061084	0.134	0	B1_vs_A1	vascular_gate	up_in_B1
Gria3	4.88678697171238e-74	5.1174073723376	0.17	0.013	1.08413368967439e-69	5.1174073723376	0.17	0.013	B1_vs_A1	vascular_gate	up_in_B1
Dclk1	1.1233417536534e-73	3.3602675426504	0.232	0.041	2.49213368048006e-69	3.3602675426504	0.232	0.041	B1_vs_A1	vascular_gate	up_in_B1
Frmpd4	1.93339976831394e-73	4.73960114060503	0.163	0.01	4.28924738600447e-69	4.73960114060503	0.163	0.01	B1_vs_A1	vascular_gate	up_in_B1
Gpc5	2.23536301310036e-73	11.1696115546	0.132	0	4.95915284456315e-69	11.1696115546	0.132	0	B1_vs_A1	vascular_gate	up_in_B1
Lef1	3.03899524854175e-73	2.68628369819018	0.403	0.176	6.74201095888986e-69	2.68628369819018	0.403	0.176	B1_vs_A1	vascular_gate	up_in_B1
Tspan5	3.52820823033839e-73	2.99033382944411	0.415	0.197	7.82732995900571e-69	2.99033382944411	0.415	0.197	B1_vs_A1	vascular_gate	up_in_B1
Pard3b	4.0128099498181e-73	3.73391993431526	0.311	0.098	8.90241887367144e-69	3.73391993431526	0.311	0.098	B1_vs_A1	vascular_gate	up_in_B1
Lgals1	4.73487706964064e-73	-4.31189535787864	0.045	0.292	1.05043247789978e-68	-4.31189535787864	0.045	0.292	B1_vs_A1	vascular_gate	up_in_A1
Ptprt	6.02086833644681e-73	6.25036998681288	0.144	0.004	1.33572964044072e-68	6.25036998681288	0.144	0.004	B1_vs_A1	vascular_gate	up_in_B1
Prex2	1.02578196714337e-72	2.19081449390393	0.443	0.211	2.27569729410756e-68	2.19081449390393	0.443	0.211	B1_vs_A1	vascular_gate	up_in_B1
Atp1a2	1.58544893516712e-72	1.83670699638093	0.567	0.315	3.51731846266826e-68	1.83670699638093	0.567	0.315	B1_vs_A1	vascular_gate	up_in_B1
Dipk1a	1.67834764616267e-72	10.0973171531877	0.131	0	3.72341425301189e-68	10.0973171531877	0.131	0	B1_vs_A1	vascular_gate	up_in_B1
Pcdh15	4.10188382235479e-72	7.02790359530529	0.133	0.001	9.10002925989411e-68	7.02790359530529	0.133	0.001	B1_vs_A1	vascular_gate	up_in_B1
Tmem223	4.59518382391547e-72	10.1115006411937	0.13	0	1.01944153133565e-67	10.1115006411937	0.13	0	B1_vs_A1	vascular_gate	up_in_B1
Gnao1	5.41620060833945e-72	3.75950696179994	0.245	0.051	1.20158410496011e-67	3.75950696179994	0.245	0.051	B1_vs_A1	vascular_gate	up_in_B1
Ptgis	9.98722585354718e-72	-5.95471968186037	0.008	0.23	2.21566605560944e-67	-5.95471968186037	0.008	0.23	B1_vs_A1	vascular_gate	up_in_A1
2610307P16Rik	1.25745816679194e-71	10.8457639879473	0.129	0	2.78967094302791e-67	10.8457639879473	0.129	0	B1_vs_A1	vascular_gate	up_in_B1
Selenow	1.61669694221745e-71	1.47555955080062	0.705	0.512	3.58664216630941e-67	1.47555955080062	0.705	0.512	B1_vs_A1	vascular_gate	up_in_B1
Cplx2	2.19629280502678e-71	3.50868113660516	0.254	0.057	4.8724755879519e-67	3.50868113660516	0.254	0.057	B1_vs_A1	vascular_gate	up_in_B1
Ppp2r2b	3.83201259342439e-71	4.3623302377054	0.149	0.006	8.50131993851202e-67	4.3623302377054	0.149	0.006	B1_vs_A1	vascular_gate	up_in_B1
Actb	4.59741266047704e-71	-1.27425091526437	0.702	0.804	1.01993599872683e-66	-1.27425091526437	0.702	0.804	B1_vs_A1	vascular_gate	up_in_A1
Myl6	5.61622338181057e-71	-1.44118038774757	0.509	0.702	1.24595915725467e-66	-1.44118038774757	0.509	0.702	B1_vs_A1	vascular_gate	up_in_A1
Zbtb20	7.71604560064731e-71	1.69568701793192	0.593	0.409	1.71180471650361e-66	1.69568701793192	0.593	0.409	B1_vs_A1	vascular_gate	up_in_B1
Pcsk2	7.74621477452362e-71	5.02210847814207	0.159	0.011	1.71849774772806e-66	5.02210847814207	0.159	0.011	B1_vs_A1	vascular_gate	up_in_B1
Zfp365	8.47084021868542e-71	4.04695719728135	0.192	0.024	1.87925590251536e-66	4.04695719728135	0.192	0.024	B1_vs_A1	vascular_gate	up_in_B1
2410006H16Rik	9.40123999246111e-71	10.656968793757	0.128	0	2.0856650923275e-66	10.656968793757	0.128	0	B1_vs_A1	vascular_gate	up_in_B1
S100a11	1.57224007076482e-70	-2.47146776024709	0.149	0.415	3.48801459699176e-66	-2.47146776024709	0.149	0.415	B1_vs_A1	vascular_gate	up_in_A1
Pde8b	1.77932535741659e-70	4.80368072878289	0.239	0.05	3.94743330542871e-66	4.80368072878289	0.239	0.05	B1_vs_A1	vascular_gate	up_in_B1
